No.,SAMPLE_ID,식품명,,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g)
359,P038915-ZZ-AVG,치즈게티,,오뚜기라면㈜,2020,가공식품,유탕면,P038915,식약처('20),130,530,-,11,16,86,8,900,2.5,8,-,0
362,P039100-ZZ-AVG,하트시그널 치즈게티,,오뚜기라면㈜,2020,가공식품,유탕면,P039100,식약처('20),100,420,-,8,14,66,7,670,0,7,-,0
363,P039101-ZZ-AVG,도시어부 해물짜장,,오뚜기라면㈜,2020,가공식품,유탕면,P039101,식약처('20),100,435,-,8,17,63,7,790,4.2,7,-,0
366,P039109-ZZ-AVG,오뚜기 진짜장,,오뚜기라면㈜,2020,가공식품,유탕면,P039109,식약처('20),115,480,-,10,16,74,7,990,5,7,-,0
370,P039249-ZZ-AVG,오뚜기 리얼치즈라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039249,식약처('20),120,480,-,10,17,72,7,1370,5,9,-,0
371,P039250-ZZ-AVG,그렇다면 양파감자라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039250,식약처('20),100,435,-,9,15,66,7,1710,0,8,-,0
372,P039254-ZZ-AVG,오뚜기 유부우동,,오뚜기라면㈜,2020,가공식품,유탕면,P039254,식약처('20),100,445,-,11,17,62,7,1570,5,7,-,0
373,P039255-ZZ-AVG,밥말라 부대찌개라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039255,식약처('20),146,455,-,10,17,66,7,1890,10,9,-,0
374,P039343-ZZ-AVG,치즈볶이,,오뚜기라면㈜,2020,가공식품,유탕면,P039343,식약처('20),95,430,-,9,16,63,6,1160,2.5,8,-,0
378,P039363-ZZ-AVG,송탄 영빈루 짜장,,오뚜기라면㈜,2020,가공식품,유탕면,P039363,식약처('20),125,530,-,11,18,81,6,1290,0,8,-,0
379,P039529-ZZ-AVG,청양고추라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039529,식약처('20),97,430,-,8,15,66,6,1690,0,9,-,0
380,P039530-ZZ-AVG,도시어부 해물짬뽕,,오뚜기라면㈜,2020,가공식품,유탕면,P039530,식약처('20),100,435,-,10,19,56,6,1790,2.9,8,-,0
381,P039531-ZZ-AVG,오뚜기진라면매운맛,,오뚜기라면㈜,2020,가공식품,유탕면,P039531,식약처('20),110,500,-,10,18,74,6,1490,0,10,-,0
382,P039532-ZZ-AVG,THE매운맛라면 치즈맛,,오뚜기라면㈜,2020,가공식품,유탕면,P039532,식약처('20),110,510,-,12,21,68,6,1800,5,11,-,0
384,P039536-ZZ-AVG,오뚜기 부대찌개라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039536,식약처('20),115,450,-,12,13,71,6,1840,5,7,-,0
385,P039537-ZZ-AVG,종가집김치찌개라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039537,식약처('20),140,455,-,10,18,63,6,1720,5,9,-,0
386,P039538-ZZ-AVG,오뚜기 진짬뽕,,오뚜기라면㈜,2020,가공식품,유탕면,P039538,식약처('20),115,485,-,9,21,65,6,1790,5,9,-,0
387,P039539-ZZ-AVG,떡라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039539,식약처('20),140,495,-,10,12,87,6,1690,0,7,-,0
395,P039862-ZZ-AVG,유부우동CUP,,오뚜기라면㈜,2020,가공식품,유탕면,P039862,식약처('20),62,275,-,7,10,39,5,960,3.4,4.4,-,0
397,P039879-ZZ-AVG,오모리부대찌개라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039879,식약처('20),135,435,-,11,18,57,5,1770,9,8,-,0
398,P039880-ZZ-AVG,오모리참치찌개라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039880,식약처('20),135,420,-,10,17,57,5,1890,5,8,-,0
400,P039882-ZZ-AVG,송탄 영빈루 짬뽕,,오뚜기라면㈜,2020,가공식품,유탕면,P039882,식약처('20),120,470,-,10,16,72,5,1670,5,8,-,0
401,P039883-ZZ-AVG,대파라면,,오뚜기라면㈜,2020,가공식품,유탕면,P039883,식약처('20),105,475,-,10,20,64,5,1750,0,10,-,0
402,P039884-ZZ-AVG,튀김우동,,오뚜기라면㈜,2020,가공식품,유탕면,P039884,식약처('20),110,490,-,10,16,76,5,1580,0,8,-,0
405,P040064-ZZ-AVG,현대홈쇼핑생활라면백짬뽕,,오뚜기라면㈜,2020,가공식품,유탕면,P040064,식약처('20),75,325,-,6,14,44,4,1050,2,5,-,0
406,P040073-ZZ-AVG,치즈맛라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040073,식약처('20),91,380,-,7,12,61,4,1390,8,10,-,0.3
407,P040074-ZZ-AVG,오라면CUP,,오뚜기라면㈜,2020,가공식품,유탕면,P040074,식약처('20),90,400,-,9,14,60,4,1470,0,7,-,0
408,P040075-ZZ-AVG,인생라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040075,식약처('20),95,405,-,9,13,63,4,1780,0,7,-,0
411,P040078-ZZ-AVG,완면각 짬뽕,,오뚜기라면㈜,2020,가공식품,유탕면,P040078,식약처('20),105,410,-,9,14,62,4,1890,10,7,-,0
412,P040079-ZZ-AVG,오뚜기 북엇국라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040079,식약처('20),95,425,-,11,15,61,4,1550,15,8,-,0
413,P040080-ZZ-AVG,감동의신 속찬라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040080,식약처('20),115,475,-,12,18,66,4,1380,10,9,-,0
428,P040095-ZZ-AVG,오뚜기오동통면,,오뚜기라면㈜,2020,가공식품,유탕면,P040095,식약처('20),100,435,-,8,15,67,4,1530,2.7,7,-,0
429,P040097-ZZ-AVG,오뚜기 참깨라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040097,식약처('20),110,495,-,9,20,70,4,1590,15,8,-,0
430,P040098-ZZ-AVG,오뚜기김치면,,오뚜기라면㈜,2020,가공식품,유탕면,P040098,식약처('20),105,450,-,9,14,72,4,1440,0,7,-,0
431,P040099-ZZ-AVG,제주마늘라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040099,식약처('20),105,370,-,10,16,71,4,1450,0,8,-,0
437,P040441-ZZ-AVG,스낵면 Cup,,오뚜기라면㈜,2020,가공식품,유탕면,P040441,식약처('20),62,265,-,5,9,41,3,1200,0,3.4,-,0
438,P040442-ZZ-AVG,진라면Cup순한맛,,오뚜기라면㈜,2020,가공식품,유탕면,P040442,식약처('20),65,280,-,7,9,43,3,1170,0,3.5,-,0
439,P040443-ZZ-AVG,참깨라면 CUP,,오뚜기라면㈜,2020,가공식품,유탕면,P040443,식약처('20),65,285,-,6,11,41,3,1310,30,3.9,-,0
440,P040447-ZZ-AVG,진짬뽕CUP,,오뚜기라면㈜,2020,가공식품,유탕면,P040447,식약처('20),75,300,-,6,11,44,3,1140,10,3.7,-,0
441,P040448-ZZ-AVG,열라면CUP,,오뚜기라면㈜,2020,가공식품,유탕면,P040448,식약처('20),62,270,-,6,8,44,3,1200,0,3.5,-,0
444,P040457-ZZ-AVG,육개장,,오뚜기라면㈜,2020,가공식품,유탕면,P040457,식약처('20),86,400,-,8,18,52,3,1470,0,9,-,0
454,P040468-ZZ-AVG,스낵면용기,,오뚜기라면㈜,2020,가공식품,유탕면,P040468,식약처('20),90,425,-,8,20,53,3,1680,0,10,-,0
455,P040469-ZZ-AVG,깻잎라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040469,식약처('20),95,425,-,9,16,61,3,1700,0,8,-,0
456,P040473-ZZ-AVG,THE매운맛라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040473,식약처('20),110,500,-,12,20,68,3,1720,0,10,-,0
461,P040481-ZZ-AVG,오뚜기육개장,,오뚜기라면㈜,2020,가공식품,유탕면,P040481,식약처('20),110,490,-,10,18,72,3,1540,0,10,-,0
462,P040483-ZZ-AVG,오뚜기열라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040483,식약처('20),105,460,-,10,16,69,3,1520,0,8,-,0
463,P040484-ZZ-AVG,오뚜기 진라면 순한맛,,오뚜기라면㈜,2020,가공식품,유탕면,P040484,식약처('20),110,495,-,11,18,72,3,1490,0,10,-,0
464,P040485-ZZ-AVG,참깨누룽지탕면,,오뚜기라면㈜,2020,가공식품,유탕면,P040485,식약처('20),125,560,-,11,19,86,3,1550,19,8,-,0
470,P040722-ZZ-AVG,오뚜기뿌셔뿌셔(허팝치킨맛),,오뚜기라면㈜,2020,가공식품,유탕면,P040722,식약처('20),90,410,-,8,15,61,2,750,0,6,-,0
471,P040926-ZZ-AVG,현대홈쇼핑 생활라면 매운맛,,오뚜기라면㈜,2020,가공식품,유탕면,P040926,식약처('20),65,275,-,6,9,43,2,1310,0,3.5,-,0
486,P040953-ZZ-AVG,오뚜기 쇠고기미역국라면,,오뚜기라면㈜,2020,가공식품,유탕면,P040953,식약처('20),100,425,-,10,17,58,2,1390,3,8,-,0
495,P042012-ZZ-AVG,진짜장CUP,,오뚜기라면㈜,2020,가공식품,유탕면,P042012,식약처('20),70,310,-,6,12,44,4,600,5,5,-,0
500,P042030-ZZ-AVG,제주해녀해물맛라면,,오뚜기라면㈜,2020,가공식품,유탕면,P042030,식약처('20),95,420,-,9,15,62,4,1660,3.6,8,-,0
501,P042031-ZZ-AVG,희망줄라면,,오뚜기라면㈜,2020,가공식품,유탕면,P042031,식약처('20),95,430,-,9,16,62,4,1770,0,8,-,0
504,P042053-ZZ-AVG,치즈볶이CUP,,오뚜기라면㈜,2020,가공식품,유탕면,P042053,식약처('20),55,235,-,4,7,39,3,700,0,3,-,0
510,P042070-ZZ-AVG,진라면Cup매운맛,,오뚜기라면㈜,2020,가공식품,유탕면,P042070,식약처('20),65,280,-,6,9,44,3,1140,0,3.5,-,0
511,P042071-ZZ-AVG,그렇다면 버섯마늘라면,,오뚜기라면㈜,2020,가공식품,유탕면,P042071,식약처('20),105,415,-,7,14,65,3,1660,0,7,-,0
516,P042094-ZZ-AVG,오뚜기 새우탕면,,오뚜기라면㈜,2020,가공식품,유탕면,P042094,식약처('20),110,470,-,11,15,73,2,1650,7,8,-,0
518,P042123-ZZ-AVG,쇠고기미역국라면CUP,,오뚜기라면㈜,2020,가공식품,유탕면,P042123,식약처('20),60,235,-,5,9,34,1,1030,2,4,-,0
520,P042192-ZZ-AVG,진비빔면,,오뚜기라면㈜,2020,가공식품,유탕면,P042192,식약처('20),156,625,-,11,23,98,15,1400,0,11,-,0
522,P042198-ZZ-AVG,라면볶이,,오뚜기라면㈜,2020,가공식품,유탕면,P042198,식약처('20),120,465,-,8,13,79,13,900,0,7,-,0
528,P042229-ZZ-AVG,MAC&CHEESE 스파게티,,오뚜기라면㈜,2020,가공식품,유탕면,P042229,식약처('20),130,500,-,12,14,82,8,1080,10,8,-,0
531,P042238-ZZ-AVG,오뚜기진진짜라,,오뚜기라면㈜,2020,가공식품,유탕면,P042238,식약처('20),120,515,-,11,19,75,7,1310,6,8,-,0
539,P042276-ZZ-AVG,오뚜기 크림진짬뽕 용기,,오뚜기라면㈜,2020,가공식품,유탕면,P042276,식약처('20),105,460,-,8,19,67,5,970,25,9,-,0
552,P042296-ZZ-AVG,굴진짬뽕 용기,,오뚜기라면㈜,2020,가공식품,유탕면,P042296,식약처('20),110,455,-,8,17,67,5,1340,5,7,-,0
565,P023574-ZZ-AVG,진라면(매운맛),,오뚜기라면㈜,2019,가공식품,유탕면,P023574,식약처('19),120,500,-,11,15,80,4.6,1860,0,8,-,0
573,P023582-ZZ-AVG,진라면(순한맛),,오뚜기라면㈜,2019,가공식품,유탕면,P023582,식약처('19),120,500,-,12,15,79,4,1880,0,8,-,0
577,P023586-ZZ-AVG,라면사리,,오뚜기라면㈜,2019,가공식품,유탕면,P023586,식약처('19),110,480,-,10,16,74,1,550,0,8,-,0
584,P023593-ZZ-AVG,스낵면,,오뚜기라면㈜,2019,가공식품,유탕면,P023593,식약처('19),108,475,-,10,17,70,4,1710,0,9,-,0
589,P023598-ZZ-AVG,열라면(120-봉지),,오뚜기라면㈜,2019,가공식품,유탕면,P023598,식약처('19),120,515,-,11,17,79,5,1830,0,8,-,0
590,P023599-ZZ-AVG,오뚜기 참깨라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023599,식약처('19),115,490,-,10,18,72,5,1790,10,8,-,0
592,P023601-ZZ-AVG,진짬뽕,,오뚜기라면㈜,2019,가공식품,유탕면,P023601,식약처('19),130,500,-,10,16,79,7,1780,28,7,-,0
594,P023603-ZZ-AVG,진짜쫄면,,오뚜기라면㈜,2019,가공식품,유탕면,P023603,식약처('19),150,560,-,10,18,90,18,1250,0,9,-,0
595,P023604-ZZ-AVG,오뚜기 오동통면 얼큰한맛,,오뚜기라면㈜,2019,가공식품,유탕면,P023604,식약처('19),120,510,-,9,16,82,4,1690,0,8,-,0
600,P023609-ZZ-AVG,쇠고기미역국라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023609,식약처('19),115,445,-,12,15,65,2,1800,5,8,-,0
608,P023617-ZZ-AVG,스파게티용기,,오뚜기라면㈜,2019,가공식품,유탕면,P023617,식약처('19),120,480,-,9,17,73,8,730,0,9,-,0
614,P023623-ZZ-AVG,굴진짬뽕,,오뚜기라면㈜,2019,가공식품,유탕면,P023623,식약처('19),130,530,-,10,17,84,4,1850,5,8,-,0
615,P023624-ZZ-AVG,육개장,,오뚜기라면㈜,2019,가공식품,유탕면,P023624,식약처('19),86,400,-,8,18,52,3,1470,0,9,-,0
618,P023627-ZZ-AVG,북경짜장,,오뚜기라면㈜,2019,가공식품,유탕면,P023627,식약처('19),135,580,-,14,19,88,6,1150,0,9,-,0
621,P023630-ZZ-AVG,진짜장,,오뚜기라면㈜,2019,가공식품,유탕면,P023630,식약처('19),135,530,-,12,13,91,7,1100,0,7,-,0
624,P023633-ZZ-AVG,라면볶이,,오뚜기라면㈜,2019,가공식품,유탕면,P023633,식약처('19),120,475,-,9,13,80,16,900,0,7,-,0
630,P023639-ZZ-AVG,오뚜기 볶음진짬뽕,,오뚜기라면㈜,2019,가공식품,유탕면,P023639,식약처('19),125,500,-,10,17,77,9,1220,20,7,-,0
632,P023641-ZZ-AVG,메밀비빔면,,오뚜기라면㈜,2019,가공식품,유탕면,P023641,식약처('19),130,535,-,11,18,83,15,1080,0,9,-,0
634,P023643-ZZ-AVG,오뚜기뿌셔뿌셔(불고기맛),,오뚜기라면㈜,2019,가공식품,유탕면,P023643,식약처('19),90,440,-,9,16,65,4,980,0,6,-,0
640,P023649-ZZ-AVG,참깨라면 CUP,,오뚜기라면㈜,2019,가공식품,유탕면,P023649,식약처('19),65,285,-,6,11,41,3,1310,30,3.9,-,0
645,P023654-ZZ-AVG,리얼치즈라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023654,식약처('19),135,525,-,11,17,82,6,1570,7,8,-,0
654,P023663-ZZ-AVG,오뚜기뿌셔뿌셔(바베큐맛),,오뚜기라면㈜,2019,가공식품,유탕면,P023663,식약처('19),90,410,-,8,15,61,4,950,0,6,-,0
656,P023665-ZZ-AVG,오뚜기뿌셔뿌셔(양념치킨맛),,오뚜기라면㈜,2019,가공식품,유탕면,P023665,식약처('19),90,415,-,8,15,62,5,920,0,6,-,0
659,P023668-ZZ-AVG,치즈볶이,,오뚜기라면㈜,2019,가공식품,유탕면,P023668,식약처('19),95,410,-,9,12,66,5,830,3.5,7,-,0
661,P023670-ZZ-AVG,스낵면 Cup,,오뚜기라면㈜,2019,가공식품,유탕면,P023670,식약처('19),62,265,-,5,9,41,3,1200,0,3.4,-,0
665,P023675-ZZ-AVG,함흥비빔면,,오뚜기라면㈜,2019,가공식품,유탕면,P023675,식약처('19),135,570,-,14,27,68,12,1250,0,12,-,0
669,P023680-ZZ-AVG,오뚜기 리얼치즈라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023680,식약처('19),140,480,-,10,17,72,7,1370,5,9,-,0
671,P023682-ZZ-AVG,콩국수라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023682,식약처('19),135,570,-,20,20,77,4,1100,0,8,-,0
674,P023685-ZZ-AVG,오뚜기 스파게티,,오뚜기라면㈜,2019,가공식품,유탕면,P023685,식약처('19),150,560,-,14,15,92,12,1230,0,7,-,0
677,P023688-ZZ-AVG,진짬뽕cup,,오뚜기라면㈜,2019,가공식품,유탕면,P023688,식약처('19),75,300,-,6,11,44,5,1140,10,3.7,-,0
682,P023693-ZZ-AVG,춘천막국수,,오뚜기라면㈜,2019,가공식품,유탕면,P023693,식약처('19),130,505,-,13,20,68,14,1070,0,9,-,0
684,P023695-ZZ-AVG,부대찌개라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023695,식약처('19),130,515,-,14,15,81,7,1790,5,7,-,0
698,P023709-ZZ-AVG,스낵면용기,,오뚜기라면㈜,2019,가공식품,유탕면,P023709,식약처('19),90,425,-,8,20,53,3,1680,0,10,-,0
702,P023713-ZZ-AVG,굴진짬뽕 용기,,오뚜기라면㈜,2019,가공식품,유탕면,P023713,식약처('19),110,465,-,8,17,70,4,1420,5,8,-,0
703,P023714-ZZ-AVG,팥칼국수,,오뚜기라면㈜,2019,가공식품,유탕면,P023714,식약처('19),120,485,-,12,11,85,15,1310,0,5,-,0
708,P023719-ZZ-AVG,튀김우동,,오뚜기라면㈜,2019,가공식품,유탕면,P023719,식약처('19),110,490,-,10,16,76,5,1590,0,8,-,0
711,P023722-ZZ-AVG,오뚜기카레면,,오뚜기라면㈜,2019,가공식품,유탕면,P023722,식약처('19),130,515,-,9,16,84,8,1560,5,8,-,0
712,P023723-ZZ-AVG,오뚜기김치면,,오뚜기라면㈜,2019,가공식품,유탕면,P023723,식약처('19),105,450,-,9,14,72,4,1440,0,7,-,0
714,P023725-ZZ-AVG,오뚜기카레면 용기,,오뚜기라면㈜,2019,가공식품,유탕면,P023725,식약처('19),110,450,-,8,15,71,9,1480,5,8,-,0
728,P023739-ZZ-AVG,오모리참치찌개라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023739,식약처('19),135,420,-,10,17,57,5,1890,5,8,-,0
730,P023741-ZZ-AVG,열라면Cup,,오뚜기라면㈜,2019,가공식품,유탕면,P023741,식약처('19),62,270,-,6,8,44,3,1200,0,2.5,-,0
732,P023743-ZZ-AVG,짜계치,,오뚜기라면㈜,2019,가공식품,유탕면,P023743,식약처('19),105,470,-,11,17,62,9,1250,10,9,-,0
735,P023746-ZZ-AVG,오모리부대찌개라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023746,식약처('19),135,435,-,11,18,57,5,1770,9,8,-,0
736,P023747-ZZ-AVG,오뚜기 유부우동,,오뚜기라면㈜,2019,가공식품,유탕면,P023747,식약처('19),100,445,-,11,17,62,7,1580,5,7,-,0
740,P023751-ZZ-AVG,종가집김치찌개라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023751,식약처('19),140,455,-,10,18,63,6,1890,5,9,-,0
743,P023754-ZZ-AVG,라면사리얇은면,,오뚜기라면㈜,2019,가공식품,유탕면,P023754,식약처('19),110,495,-,10,20,69,1,490,67,0,-,0
747,P023758-ZZ-AVG,오뚜기뿌셔뿌셔(떡볶이맛),,오뚜기라면㈜,2019,가공식품,유탕면,P023758,식약처('19),90,415,-,8,15,62,4,820,0,6,-,0
759,P023770-ZZ-AVG,짜장볶이,,오뚜기라면㈜,2019,가공식품,유탕면,P023770,식약처('19),120,535,-,12,18,81,8,870,0,9,-,0
761,P023772-ZZ-AVG,라면사리굵은면,,오뚜기라면㈜,2019,가공식품,유탕면,P023772,식약처('19),110,470,-,10,15,74,1,570,0,8,-,0
766,P023777-ZZ-AVG,떡라면,,오뚜기라면㈜,2019,가공식품,유탕면,P023777,식약처('19),140,495,-,10,12,87,6,1690,0,7,-,0
767,P023778-ZZ-AVG,짜계치 매운맛,,오뚜기라면㈜,2019,가공식품,유탕면,P023778,식약처('19),105,465,-,11,17,67,8,1020,10,9,-,0
768,P023779-ZZ-AVG,뿌셔뿌셔 불고기맛,,오뚜기라면㈜,2019,가공식품,유탕면,P023779,식약처('19),95,440,-,9,16,65,4,980,0,6,-,0
792,P001811-ZZ-AVG,춘천 막국수,,오뚜기라면㈜,2018,가공식품,유탕면,P001811,식약처 영양실태조사('18),130,505,-,13,20,68,14,1070,0,9,-,0
793,P001812-ZZ-AVG,진라면 순한맛,,오뚜기라면㈜,2018,가공식품,유탕면,P001812,식약처 영양실태조사('18),120,500,-,12,15,79,4,1880,0,8,-,-
804,P001094-ZZ-AVG,진라면 매운맛,,오뚜기라면㈜,2017,가공식품,유탕면,P001094,식약처 영양실태조사('17),120,500,-,-,-,-,5,1860,-,-,-,-
805,P001132-ZZ-AVG,라면사리,,오뚜기라면㈜,2017,가공식품,유탕면,P001132,식약처 영양실태조사('17),110,480,-,-,-,-,1,550,-,-,-,-
817,P010464-ZZ-AVG,열라면,,오뚜기라면㈜,2017,가공식품,유탕면,P010464,식약처 산업체제공('17),120,515,-,11,17,79,5,1830,0,8,-,0
944,P016845-ZZ-AVG,라면이라면,,오뚜기라면㈜,2017,가공식품,유탕면,P016845,식약처 영양실태조사('17),115,490,-,-,-,-,5,1690,-,-,-,-
946,P000311-ZZ-AVG,진짬뽕,,오뚜기라면㈜,2016,가공식품,유탕면,P000311,식약처 영양실태조사('16),130,505,-,-,-,-,6,1850,-,7,-,0
772,P028824-ZZ-AVG,자연드림비빔면,,자연드림,2019,가공식품,유탕면,P028824,식약처('19),133,555,-,10,22,81,11,1200,-,7,-,-
773,P028825-ZZ-AVG,자연드림감자라면,,자연드림,2019,가공식품,유탕면,P028825,식약처('19),113,530,-,15,23,65,3,1650,-,8,-,-
774,P028826-ZZ-AVG,자연드림라면레드,,자연드림,2019,가공식품,유탕면,P028826,식약처('19),112,480,-,11,16,72,7,1760,-,7,-,-
775,P028827-ZZ-AVG,레드라면컵,,자연드림,2019,가공식품,유탕면,P028827,식약처('19),103,470,-,10,17,68,3,1930,-,0,-,-
776,P028828-ZZ-AVG,레드라면컵미니,,자연드림,2019,가공식품,유탕면,P028828,식약처('19),65,290,-,6,11,42,2,960,-,5,-,-
777,P028829-ZZ-AVG,안심짜장면,,자연드림,2019,가공식품,유탕면,P028829,식약처('19),138,580,-,11,21,88,12,1170,-,9,-,-
778,P028830-ZZ-AVG,안심짜장면컵,,자연드림,2019,가공식품,유탕면,P028830,식약처('19),124,545,-,9,23,75,8,770,-,7,-,-
779,P028831-ZZ-AVG,자연드림유기농라면,,자연드림,2019,가공식품,유탕면,P028831,식약처('19),114,530,-,9,21,75,3,1070,-,8,-,-
780,P028832-ZZ-AVG,자연드림라면,,자연드림,2019,가공식품,유탕면,P028832,식약처('19),111,505,-,11,18,76,2,1840,-,8,-,-
781,P028833-ZZ-AVG,자연드림라면컵,,자연드림,2019,가공식품,유탕면,P028833,식약처('19),102,460,-,10,17,66,4,1920,-,8,-,-
782,P028834-ZZ-AVG,자연드림라면컵미니,,자연드림,2019,가공식품,유탕면,P028834,식약처('19),65,300,-,6,11,44,2,1170,-,5,-,-
783,P028835-ZZ-AVG,자연드림사골라면,,자연드림,2019,가공식품,유탕면,P028835,식약처('19),112,495,-,11,17,74,4,1670,-,8,-,-
784,P028836-ZZ-AVG,자연드림사리면,,자연드림,2019,가공식품,유탕면,P028836,식약처('19),100,435,-,11,14,67,1,470,-,6,-,-
785,P028837-ZZ-AVG,자연드림콩국수라면,,자연드림,2019,가공식품,유탕면,P028837,식약처('19),142,650,-,20,26,84,3,1100,-,11,-,-
786,P028838-ZZ-AVG,자연드림해물라면,,자연드림,2019,가공식품,유탕면,P028838,식약처('19),113,515,-,12,18,77,3,1807,-,8,-,-
787,P028839-ZZ-AVG,자연드림해물볶음면,,자연드림,2019,가공식품,유탕면,P028839,식약처('19),114,505,-,12,19,73,10,1080,-,8,-,-
788,P028840-ZZ-AVG,자연드림채소라면,,자연드림,2019,가공식품,유탕면,P028840,식약처('19),116,505,-,11,17,77,6,1880,-,8,-,-
789,P028841-ZZ-AVG,자연드림해물라면컵,,자연드림,2019,가공식품,유탕면,P028841,식약처('19),105,480,-,9,19,67,4,1540,-,9,-,-
468,P040489-ZZ-AVG,제주 흑돼지 라면 돗멘,,조이팜에프앤비(주),2020,가공식품,유탕면,P040489,식약처('20),110,476,-,15,15,71,3,1836,2,7,-,0
849,P014361-ZZ-AVG,라면사리,,주식회사 오뚜기,2017,가공식품,유탕면,P014361,식약처 산업체제공('17),120,628.52,-,11.88,20.25,99.7,1.31,736.69,0,10.89,-,0
851,P014364-ZZ-AVG,메밀비빔면 오뚜기라면,,주식회사 오뚜기,2017,가공식품,유탕면,P014364,식약처 산업체제공('17),130,535,-,11,18,83,15,1080,0,9,-,0
858,P014447-ZZ-AVG,뿌셔뿌셔 불고기맛 오뚜기라면,,주식회사 오뚜기,2017,가공식품,유탕면,P014447,식약처 산업체제공('17),95,415,-,7,15.5,62,2,770,0,6,-,0
859,P014448-ZZ-AVG,뿌셔뿌셔 양념치킨맛 오뚜기라면,,주식회사 오뚜기,2017,가공식품,유탕면,P014448,식약처 산업체제공('17),90,410,-,8,15,61,4,920,0,6,-,0
873,P014490-ZZ-AVG,스낵면 미니컵,,주식회사 오뚜기,2017,가공식품,유탕면,P014490,식약처 산업체제공('17),62,265,-,5,9,41,3,1200,0,3.4,-,0
874,P014491-ZZ-AVG,스낵면,,주식회사 오뚜기,2017,가공식품,유탕면,P014491,식약처 산업체제공('17),108,475,-,10,17,70,4,1710,0,9,-,0
875,P014492-ZZ-AVG,스파게티용기,,주식회사 오뚜기,2017,가공식품,유탕면,P014492,식약처 산업체제공('17),120,480,-,9,17,73,8,730,0,9,-,0
888,P014538-ZZ-AVG,열라면 오뚜기라면,,주식회사 오뚜기,2017,가공식품,유탕면,P014538,식약처 산업체제공('17),120,604.8,-,14.4,18.72,93.6,6,2203.2,0,10.08,-,0
890,P014542-ZZ-AVG,열떡볶이면,,주식회사 오뚜기,2017,가공식품,유탕면,P014542,식약처 산업체제공('17),140,470,-,9,10,86,13,800,0,4.9,-,0
891,P014543-ZZ-AVG,진라면 용기,,주식회사 오뚜기,2017,가공식품,유탕면,P014543,식약처 산업체제공('17),110,500,-,10,18,47,6,1540,0,10,-,0
892,P014545-ZZ-AVG,카레라면,,주식회사 오뚜기,2017,가공식품,유탕면,P014545,식약처 산업체제공('17),86,385,-,9,15,54,3,1470,0,8,-,0
898,P014618-ZZ-AVG,육개장 소형 오뚜기라면,,주식회사 오뚜기,2017,가공식품,유탕면,P014618,식약처 산업체제공('17),120,468,-,10.08,17.28,67.68,3.93,1857.6,0,8.64,-,0
907,P014656-ZZ-AVG,진라면 매운맛,,주식회사 오뚜기,2017,가공식품,유탕면,P014656,식약처 산업체제공('17),120,500,-,11,15,80,4.6,1860,0,8,-,0
908,P014657-ZZ-AVG,진라면 순한맛,,주식회사 오뚜기,2017,가공식품,유탕면,P014657,식약처 산업체제공('17),120,500,-,12,15,79,4,1880,0,8,-,0
909,P014658-ZZ-AVG,진라면 컵 매운맛,,주식회사 오뚜기,2017,가공식품,유탕면,P014658,식약처 산업체제공('17),65,280,-,6,9,44,3,1140,0,3.5,-,0
910,P014659-ZZ-AVG,진라면 컵 순한맛,,주식회사 오뚜기,2017,가공식품,유탕면,P014659,식약처 산업체제공('17),65,280,-,6,9,44,3,1280,0,3.5,-,0
917,P014669-ZZ-AVG,참깨라면 컵,,주식회사 오뚜기,2017,가공식품,유탕면,P014669,식약처 산업체제공('17),110,450,-,9,16,67,2,1640,30,6,-,0
